Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,1/9/2021 11:00,2021,1,9,11,229,279,Very Unhealthy,231,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 12:00,2021,1,9,12,229.3,279,Very Unhealthy,231,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 13:00,2021,1,9,13,205.1,255,Very Unhealthy,156,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 14:00,2021,1,9,14,176.7,227,Very Unhealthy,142,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 15:00,2021,1,9,15,159.2,210,Very Unhealthy,138,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 16:00,2021,1,9,16,154.4,205,Very Unhealthy,148,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 17:00,2021,1,9,17,134.7,192,Unhealthy,119,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 18:00,2021,1,9,18,128.8,189,Unhealthy,123,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 19:00,2021,1,9,19,137.9,194,Unhealthy,147,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 20:00,2021,1,9,20,154.4,205,Very Unhealthy,171,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 21:00,2021,1,9,21,168.2,219,Very Unhealthy,182,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 22:00,2021,1,9,22,187.6,238,Very Unhealthy,209,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 23:00,2021,1,9,23,203.8,254,Very Unhealthy,221,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 0:00,2021,1,10,0,217.6,267,Very Unhealthy,232,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 1:00,2021,1,10,1,228.2,278,Very Unhealthy,238,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 2:00,2021,1,10,2,239.1,289,Very Unhealthy,250,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 3:00,2021,1,10,3,237,287,Very Unhealthy,235,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 4:00,2021,1,10,4,252,302,Hazardous,267,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 5:00,2021,1,10,5,245,295,Very Unhealthy,238,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 6:00,2021,1,10,6,259.4,310,Hazardous,276,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 7:00,2021,1,10,7,265.6,316,Hazardous,280,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 8:00,2021,1,10,8,269.5,320,Hazardous,280,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 9:00,2021,1,10,9,270,320,Hazardous,283,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 10:00,2021,1,10,10,374,417,Hazardous,469,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 11:00,2021,1,10,11,438.5,459,Hazardous,503,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 12:00,2021,1,10,12,360.2,407,Hazardous,282,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 13:00,2021,1,10,13,267.1,317,Hazardous,174,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 14:00,2021,1,10,14,206.5,256,Very Unhealthy,146,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 15:00,2021,1,10,15,252.7,303,Hazardous,299,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 16:00,2021,1,10,16,197.8,248,Very Unhealthy,143,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 17:00,2021,1,10,17,170.9,221,Very Unhealthy,144,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 18:00,2021,1,10,18,187.9,238,Very Unhealthy,205,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 19:00,2021,1,10,19,194.4,245,Very Unhealthy,201,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 20:00,2021,1,10,20,214.7,265,Very Unhealthy,235,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 21:00,2021,1,10,21,242.3,292,Very Unhealthy,270,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 22:00,2021,1,10,22,274.1,324,Hazardous,306,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/10/2021 23:00,2021,1,10,23,289,339,Hazardous,304,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 0:00,2021,1,11,0,274,324,Hazardous,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 1:00,2021,1,11,1,295,345,Hazardous,316,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 2:00,2021,1,11,2,282.5,333,Hazardous,270,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 3:00,2021,1,11,3,251.7,302,Hazardous,221,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 4:00,2021,1,11,4,248.8,298,Very Unhealthy,246,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 5:00,2021,1,11,5,280.1,330,Hazardous,323,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 6:00,2021,1,11,6,271.8,322,Hazardous,258,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 7:00,2021,1,11,7,292.6,343,Hazardous,333,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 8:00,2021,1,11,8,356.7,405,Hazardous,419,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 9:00,2021,1,11,9,416.9,445,Hazardous,473,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 10:00,2021,1,11,10,426.9,451,Hazardous,437,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 11:00,2021,1,11,11,350.9,401,Hazardous,275,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 12:00,2021,1,11,12,261.9,312,Hazardous,173,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 13:00,2021,1,11,13,220.4,270,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 14:00,2021,1,11,14,192.7,243,Very Unhealthy,165,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 15:00,2021,1,11,15,186.8,237,Very Unhealthy,181,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 16:00,2021,1,11,16,191.4,242,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 17:00,2021,1,11,17,199.1,249,Very Unhealthy,207,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 18:00,2021,1,11,18,213,263,Very Unhealthy,227,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 19:00,2021,1,11,19,237.5,287,Very Unhealthy,262,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 20:00,2021,1,11,20,269.7,320,Hazardous,302,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 21:00,2021,1,11,21,249.8,299,Very Unhealthy,230,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 22:00,2021,1,11,22,242.6,292,Very Unhealthy,235,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/11/2021 23:00,2021,1,11,23,228.2,278,Very Unhealthy,211,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 0:00,2021,1,12,0,236.3,286,Very Unhealthy,246,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 1:00,2021,1,12,1,281.2,331,Hazardous,327,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 2:00,2021,1,12,2,290.8,341,Hazardous,308,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 3:00,2021,1,12,3,285.4,336,Hazardous,283,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 4:00,2021,1,12,4,273.3,324,Hazardous,255,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 5:00,2021,1,12,5,270.4,321,Hazardous,265,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 6:00,2021,1,12,6,262.8,313,Hazardous,249,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 7:00,2021,1,12,7,260.7,311,Hazardous,257,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 8:00,2021,1,12,8,263.9,314,Hazardous,270,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 9:00,2021,1,12,9,262.9,313,Hazardous,261,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 10:00,2021,1,12,10,262.3,313,Hazardous,261,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 11:00,2021,1,12,11,234.3,284,Very Unhealthy,194,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 12:00,2021,1,12,12,193.9,244,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 13:00,2021,1,12,13,147.4,198,Unhealthy,101,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 14:00,2021,1,12,14,113.6,181,Unhealthy,80,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 15:00,2021,1,12,15,93.3,171,Unhealthy,73,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 16:00,2021,1,12,16,89.1,168,Unhealthy,85,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 17:00,2021,1,12,17,97,172,Unhealthy,105,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 18:00,2021,1,12,18,100,174,Unhealthy,103,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 19:00,2021,1,12,19,123.9,186,Unhealthy,148,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 20:00,2021,1,12,20,154.4,205,Very Unhealthy,185,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 21:00,2021,1,12,21,182.2,232,Very Unhealthy,210,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 22:00,2021,1,12,22,169.6,220,Very Unhealthy,157,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/12/2021 23:00,2021,1,12,23,164.7,215,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 0:00,2021,1,13,0,157.3,208,Very Unhealthy,150,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 1:00,2021,1,13,1,155.2,206,Very Unhealthy,153,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 2:00,2021,1,13,2,164.1,214,Very Unhealthy,173,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 3:00,2021,1,13,3,179.5,230,Very Unhealthy,195,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 4:00,2021,1,13,4,163.2,214,Very Unhealthy,147,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 5:00,2021,1,13,5,162.1,212,Very Unhealthy,161,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 6:00,2021,1,13,6,164.6,215,Very Unhealthy,166,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 7:00,2021,1,13,7,163.3,214,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 8:00,2021,1,13,8,158.8,209,Very Unhealthy,149,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 9:00,2021,1,13,9,159.4,210,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 10:00,2021,1,13,10,162.9,213,Very Unhealthy,173,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 11:00,2021,1,13,11,152.7,203,Very Unhealthy,131,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 12:00,2021,1,13,12,131.7,190,Unhealthy,109,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 13:00,2021,1,13,13,122.1,185,Unhealthy,110,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 14:00,2021,1,13,14,116.3,182,Unhealthy,109,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 15:00,2021,1,13,15,111.8,180,Unhealthy,103,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 16:00,2021,1,13,16,112.6,180,Unhealthy,114,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 17:00,2021,1,13,17,114.8,182,Unhealthy,118,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 18:00,2021,1,13,18,120.1,184,Unhealthy,128,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 19:00,2021,1,13,19,133.8,191,Unhealthy,154,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 20:00,2021,1,13,20,153.4,204,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 21:00,2021,1,13,21,179.4,230,Very Unhealthy,202,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 22:00,2021,1,13,22,202,252,Very Unhealthy,224,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/13/2021 23:00,2021,1,13,23,213.5,263,Very Unhealthy,225,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 0:00,2021,1,14,0,213.7,264,Very Unhealthy,214,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 1:00,2021,1,14,1,214.9,265,Very Unhealthy,216,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 2:00,2021,1,14,2,208.9,259,Very Unhealthy,203,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 3:00,2021,1,14,3,210.9,261,Very Unhealthy,213,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 4:00,2021,1,14,4,212.4,262,Very Unhealthy,214,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 5:00,2021,1,14,5,203.9,254,Very Unhealthy,193,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 6:00,2021,1,14,6,200,250,Very Unhealthy,188,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 7:00,2021,1,14,7,198.6,249,Very Unhealthy,182,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 8:00,2021,1,14,8,196.9,247,Very Unhealthy,187,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 9:00,2021,1,14,9,196,246,Very Unhealthy,193,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 10:00,2021,1,14,10,193.9,244,Very Unhealthy,188,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 11:00,2021,1,14,11,193.4,244,Very Unhealthy,190,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 12:00,2021,1,14,12,184.8,235,Very Unhealthy,165,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 13:00,2021,1,14,13,175.3,226,Very Unhealthy,155,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 14:00,2021,1,14,14,155.6,206,Very Unhealthy,132,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 15:00,2021,1,14,15,140.9,195,Unhealthy,124,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 16:00,2021,1,14,16,140.7,195,Unhealthy,133,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 17:00,2021,1,14,17,134.6,192,Unhealthy,124,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 18:00,2021,1,14,18,134.3,192,Unhealthy,134,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 19:00,2021,1,14,19,148.1,199,Unhealthy,173,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 20:00,2021,1,14,20,162.3,213,Very Unhealthy,188,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 21:00,2021,1,14,21,195.9,246,Very Unhealthy,229,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 22:00,2021,1,14,22,225.3,275,Very Unhealthy,251,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/14/2021 23:00,2021,1,14,23,198.6,249,Very Unhealthy,172,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 0:00,2021,1,15,0,181.8,232,Very Unhealthy,165,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 1:00,2021,1,15,1,172.9,223,Very Unhealthy,164,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 2:00,2021,1,15,2,182.9,233,Very Unhealthy,193,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 3:00,2021,1,15,3,179.9,230,Very Unhealthy,177,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 4:00,2021,1,15,4,165.9,216,Very Unhealthy,152,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 5:00,2021,1,15,5,159.5,210,Very Unhealthy,151,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 6:00,2021,1,15,6,160,210,Very Unhealthy,157,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 7:00,2021,1,15,7,158.8,209,Very Unhealthy,157,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 8:00,2021,1,15,8,166.8,217,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 9:00,2021,1,15,9,182.8,233,Very Unhealthy,207,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 10:00,2021,1,15,10,185.8,236,Very Unhealthy,208,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 11:00,2021,1,15,11,185.4,236,Very Unhealthy,184,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 12:00,2021,1,15,12,182.3,233,Very Unhealthy,174,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 13:00,2021,1,15,13,172.9,223,Very Unhealthy,149,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 14:00,2021,1,15,14,165.4,216,Very Unhealthy,148,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 15:00,2021,1,15,15,133.7,191,Unhealthy,108,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 16:00,2021,1,15,16,119.7,184,Unhealthy,106,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 17:00,2021,1,15,17,119.3,184,Unhealthy,119,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 18:00,2021,1,15,18,122.6,186,Unhealthy,126,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 19:00,2021,1,15,19,140.4,195,Unhealthy,159,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 20:00,2021,1,15,20,172.6,223,Very Unhealthy,206,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 21:00,2021,1,15,21,199.6,250,Very Unhealthy,226,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 22:00,2021,1,15,22,222.3,272,Very Unhealthy,245,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/15/2021 23:00,2021,1,15,23,245.6,295,Very Unhealthy,269,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 0:00,2021,1,16,0,262.3,313,Hazardous,279,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 1:00,2021,1,16,1,270.6,321,Hazardous,279,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 2:00,2021,1,16,2,257.8,308,Hazardous,245,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 3:00,2021,1,16,3,245.4,295,Very Unhealthy,233,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 4:00,2021,1,16,4,241.7,291,Very Unhealthy,238,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 5:00,2021,1,16,5,238.8,289,Very Unhealthy,236,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 6:00,2021,1,16,6,234,284,Very Unhealthy,226,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 7:00,2021,1,16,7,237.2,287,Very Unhealthy,232,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 8:00,2021,1,16,8,244.1,294,Very Unhealthy,260,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 9:00,2021,1,16,9,255.7,306,Hazardous,293,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 10:00,2021,1,16,10,268.4,319,Hazardous,302,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 11:00,2021,1,16,11,276.3,327,Hazardous,299,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 12:00,2021,1,16,12,271.5,322,Hazardous,258,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 13:00,2021,1,16,13,240.8,290,Very Unhealthy,186,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 14:00,2021,1,16,14,226.6,276,Very Unhealthy,204,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 15:00,2021,1,16,15,214,264,Very Unhealthy,194,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 16:00,2021,1,16,16,207,257,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 17:00,2021,1,16,17,204.3,254,Very Unhealthy,200,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 18:00,2021,1,16,18,209.9,260,Very Unhealthy,219,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 19:00,2021,1,16,19,231.9,282,Very Unhealthy,267,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 20:00,2021,1,16,20,245.7,295,Very Unhealthy,268,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 21:00,2021,1,16,21,273.3,324,Hazardous,312,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 22:00,2021,1,16,22,284,334,Hazardous,300,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/16/2021 23:00,2021,1,16,23,295.3,345,Hazardous,312,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 0:00,2021,1,17,0,289.9,340,Hazardous,282,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 1:00,2021,1,17,1,287.6,338,Hazardous,285,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 2:00,2021,1,17,2,287.8,338,Hazardous,288,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 3:00,2021,1,17,3,291.7,342,Hazardous,298,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 4:00,2021,1,17,4,281.3,332,Hazardous,263,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 5:00,2021,1,17,5,271,321,Hazardous,244,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 6:00,2021,1,17,6,265,315,Hazardous,237,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 7:00,2021,1,17,7,265.7,316,Hazardous,268,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 8:00,2021,1,17,8,268,318,Hazardous,275,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 9:00,2021,1,17,9,269.8,320,Hazardous,277,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 10:00,2021,1,17,10,272.8,323,Hazardous,283,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 11:00,2021,1,17,11,280.5,331,Hazardous,307,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 12:00,2021,1,17,12,281.1,331,Hazardous,283,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 13:00,2021,1,17,13,270.7,321,Hazardous,238,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 14:00,2021,1,17,14,267.3,318,Hazardous,257,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 15:00,2021,1,17,15,259.3,310,Hazardous,236,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 16:00,2021,1,17,16,232.7,282,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 17:00,2021,1,17,17,214,264,Very Unhealthy,188,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 18:00,2021,1,17,18,216.7,267,Very Unhealthy,221,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 19:00,2021,1,17,19,229.5,279,Very Unhealthy,250,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 20:00,2021,1,17,20,241.3,291,Very Unhealthy,260,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/17/2021 21:00,2021,1,17,21,258.2,309,Hazardous,285,UG/M3,1 Hr,Valid
